"","Gene","Target","ex2_GFP_Rep1_Chip21","ex2_GFP_Rep2_Chip21","ex2_GFP_polyIC_Rep1_Chip21","ex2_GFP_polyIC_Rep2_Chip21","ex2_NS5_Rep1_Chip21","ex2_NS5_Rep2_Chip21","ex2_NS5_polyIC_Rep1_Chip21","ex2_NS5_polyIC_Rep2_Chip21","COSMIC_CGC_FLAG","NCBI_NAME","HGNC_SYMBOL_ACC","ENTREZ_GENE_ID","U133PLUS2_PSID","MIM_MORBID_DESCRIPTION"
"CYP51A1","CYP51A1","AMPL4443613",1209,1270,780,1000,1328,2091,1102,1182,0,"cytochrome_P450__family_51__subfamily_A__polypeptide_1","2649","1595","202314_at,216607_s_at","."
"CYR61","CYR61","AMPL11238754",222,315,429,453,361,387,417,474,0,"cysteine-rich__angiogenic_inducer__61","2654","3491","201289_at,210764_s_at","."
"CYTH1","CYTH1","AMPL33262156",100,98,164,112,116,104,94,93,0,"cytohesin_1","9501","9267","202879_s_at,202880_s_at","."
"CYTH2","CYTH2","AMPL30991347",239,222,231,170,179,194,229,241,0,"cytohesin_2","9502","9266","1555842_at,209158_s_at,237234_at","."
"CYTH3","CYTH3","AMPL28284648",55,82,62,75,107,101,37,64,0,"cytohesin_3","9504","9265","206523_at,225147_at,243752_s_at","."
"D2HGDH","D2HGDH","AMPL35567390",10,13,14,15,14,7,10,16,0,"D-2-hydroxyglutarate_dehydrogenase","28358","728294","228738_at","D-2-HYDROXYGLUTARIC_ACIDURIA_1"
"DAAM1","DAAM1","AMPL24534775",69,68,93,64,89,117,68,62,0,"dishevelled_associated_activator_of_morphogenesis_1","18142","23002","216060_s_at,226666_at,232552_at,244062_at","."
"DAB2","DAB2","AMPL7260755",110,159,146,138,193,181,219,219,0,"Dab__mitogen-responsive_phosphoprotein__homolog_2__Drosophila","2662","101926921,1601","1559370_at,201278_at,201279_s_at,201280_s_at,210757_x_at,232898_at,240873_x_at","."
"DAB2IP","DAB2IP","AMPL13963287",132,135,218,202,179,171,112,175,0,"DAB2_interacting_protein","17294","153090","225020_at,228942_s_at","."
"DAD1","DAD1","AMPL11505433",2347,2404,1763,1938,2583,2661,2628,2269,0,"defender_against_cell_death_1","2664","1603","200046_at","."
"DAG1","DAG1","AMPL6945257",522,517,386,324,468,403,197,240,0,"dystroglycan_1__dystrophin-associated_glycoprotein_1","2666","1605","205417_s_at,212128_s_at","MUSCULAR_DYSTROPHY-DYSTROGLYCANOPATHY__LIMB-GIRDLE__TYPE_C__9__MDDGC9"
"DAGLA","DAGLA","AMPL27549541",22,18,20,17,12,15,12,4,0,"diacylglycerol_lipase__alpha","1165","747","214128_at","SPINOCEREBELLAR_ATAXIA_20__SCA20"
"DAGLB","DAGLB","AMPL36589471",53,56,40,51,54,64,41,42,0,"diacylglycerol_lipase__beta","28923","221955","225828_at,225832_s_at,225833_at,226640_at","."
"DAK","DAK","AMPL32879922",113,122,96,103,102,118,100,96,0,"dihydroxyacetone_kinase_2_homolog__S._cerevisiae","24552","26007","218688_at,244627_at","."
"DALRD3","DALRD3","AMPL39366",38,45,42,48,46,37,36,42,0,"DALR_anticodon_binding_domain_containing_3","25536","55152","218808_at,221934_s_at","."
"DAP","DAP","AMPL29631074",239,292,168,157,276,251,158,130,0,"death-associated_protein","2672","1611","201095_at","."
"DAP3","DAP3","AMPL29135489",425,381,351,381,404,464,592,622,0,"death_associated_protein_3","2673","7818","208822_s_at,232516_x_at","."
"DAPK1","DAPK1","AMPL27417322",258,289,312,266,318,324,180,255,0,"death-associated_protein_kinase_1","2674","1612","203139_at,211214_s_at","."
"DAPK2","DAPK2","AMPL25848293",29,29,20,22,18,24,16,13,0,"death-associated_protein_kinase_2","2675","23604","206324_s_at,215184_at","."
"DAPK3","DAPK3","AMPL10817493",219,249,386,358,427,332,239,314,0,"death-associated_protein_kinase_3","2676","1613,693222","203890_s_at,203891_s_at","."
"DARS","DARS","AMPL10409117",417,433,423,398,451,507,525,534,0,"aspartyl-tRNA_synthetase","2678","1615","201623_s_at,201624_at","HYPOMYELINATION_WITH_BRAINSTEM_AND_SPINAL_CORD_INVOLVEMENT_AND_LEG"
"DARS2","DARS2","AMPL31565533",171,175,104,103,141,121,129,121,0,"aspartyl-tRNA_synthetase_2__mitochondrial","25538","55157","218365_s_at","LEUKOENCEPHALOPATHY_WITH_BRAINSTEM_AND_SPINAL_CORD_INVOLVEMENT_AND"
"DAXX","DAXX","AMPL4088717",149,174,170,106,156,141,163,223,1,"death-domain_associated_protein","2681","1616","201763_s_at","."
"DAZAP1","DAZAP1","AMPL31403781",508,493,472,452,560,490,331,351,0,"DAZ_associated_protein_1","2683","26528","218443_s_at,226620_x_at,229813_x_at","."
"DAZAP2","DAZAP2","AMPL1492584",763,724,716,588,810,695,720,772,0,"DAZ_associated_protein_2","2684","9802","200794_x_at,212595_s_at,214334_x_at,235704_at","."
"DBF4","DBF4","AMPL13726206",179,203,180,218,161,174,172,192,0,"DBF4_homolog__S._cerevisiae","17364","10926","204244_s_at","."
"DBF4B","DBF4B","AMPL34781725",71,77,239,218,124,134,111,135,0,"DBF4_homolog_B__S._cerevisiae","17883","80174","1555378_at,206661_at,238508_at,238757_at","."
"DBI","DBI","AMPL8889477",2522,2439,1770,1796,2391,2474,2313,2234,0,"diazepam_binding_inhibitor__GABA_receptor_modulator__acyl-CoA_binding_protein","2690","1622","202428_x_at,209389_x_at,211070_x_at","."
"DBN1","DBN1","AMPL30272861",170,199,122,121,184,162,71,75,0,"drebrin_1","2695","1627","202806_at,217025_s_at","."
"DBNDD1","DBNDD1","AMPL36610324",205,194,175,196,201,198,66,159,0,"dysbindin__dystrobrevin_binding_protein_1__domain_containing_1","28455","79007","222234_s_at","."
"DBNDD2","DBNDD2","AMPL4835776",109,111,147,165,139,116,227,246,0,"dysbindin__dystrobrevin_binding_protein_1__domain_containing_2","15881","55861","218094_s_at","."
"DBNL","DBNL","AMPL24173907",238,229,218,189,282,250,142,172,0,"drebrin-like","2696","102466985,28988","222429_at","."
"DBP","DBP","AMPL11747460",36,42,85,78,28,45,105,95,0,"D_site_of_albumin_promoter__albumin_D-box__binding_protein","2697","1628","209782_s_at,209783_at","."
"DBR1","DBR1","AMPL31380905",92,106,126,131,83,100,173,180,0,"debranching_RNA_lariats_1","15594","51163","219149_x_at,234295_at","."
"DBT","DBT","AMPL11849041",21,31,39,44,37,39,27,27,0,"dihydrolipoamide_branched_chain_transacylase_E2","2698","1629","205369_x_at,205370_x_at,205371_s_at,211196_at,231919_at,244687_at","MAPLE_SYRUP_URINE_DISEASE__MSUD"
"DCAF10","DCAF10","AMPL34952027",69,75,98,93,81,143,73,65,0,"DDB1_and_CUL4_associated_factor_10","23686","79269","219001_s_at,222804_x_at,226511_at,230679_at","."
"DCAF11","DCAF11","AMPL9404044",79,81,69,55,62,111,43,61,0,"DDB1_and_CUL4_associated_factor_11","20258","80344","201886_at,216389_s_at","."
"DCAF12","DCAF12","AMPL24679568",138,147,152,113,130,110,132,112,0,"DDB1_and_CUL4_associated_factor_12","19911","25853","224789_at","."
"DCAF13","DCAF13","AMPL24855594",585,603,459,540,627,659,719,786,0,"DDB1_and_CUL4_associated_factor_13","24535","25879","220843_s_at,225676_s_at,231784_s_at","."
"DCAF15","DCAF15","AMPL16434766",35,46,45,61,69,46,43,42,0,"DDB1_and_CUL4_associated_factor_15","25095","90379","221849_s_at,221851_at,91952_at","."
"DCAF16","DCAF16","AMPL32568485",42,49,39,38,49,52,39,18,0,"DDB1_and_CUL4_associated_factor_16","25987","54876","219717_at,228106_at,239187_at","."
"DCAF17","DCAF17","AMPL13951267",66,54,39,44,44,92,68,39,0,"DDB1_and_CUL4_associated_factor_17","25784","80067","220172_at,231921_at","WOODHOUSE-SAKATI_SYNDROME"
"DCAF4","DCAF4","AMPL31600349",70,67,46,37,54,30,35,35,0,"DDB1_and_CUL4_associated_factor_4","20229","26094","214758_at,226938_at","."
"DCAF4L1","DCAF4L1","AMPL682815",3,8,8,11,13,12,8,3,0,"DDB1_and_CUL4_associated_factor_4-like_1","27723","285429","1562209_at","."
"DCAF5","DCAF5","AMPL27854836",123,133,180,158,196,170,106,135,0,"DDB1_and_CUL4_associated_factor_5","20224","8816","1554558_at,224696_s_at,224697_at,224703_at,227251_at","."
"DCAF6","DCAF6","AMPL7925730",15,14,3,7,10,6,6,7,0,"DDB1_and_CUL4_associated_factor_6","30002","55827","217908_s_at,232349_x_at","."
"DCAF7","DCAF7","AMPL27457036",214,291,255,248,248,241,214,230,0,"DDB1_and_CUL4_associated_factor_7","30915","10238","209592_s_at,221744_at,221745_at,224730_at,224748_at,233782_at","."
"DCAF8","DCAF8","AMPL30939566",94,146,126,118,130,117,59,105,0,"DDB1_and_CUL4_associated_factor_8","24891","50717","1554049_s_at,202249_s_at,202250_s_at,216885_s_at,238340_at","."
"DCAKD","DCAKD","AMPL2583686",11,12,7,5,6,12,8,2,0,"dephospho-CoA_kinase_domain_containing","26238","79877","221224_s_at,221225_at,224522_s_at","."
"DCBLD1","DCBLD1","AMPL16410647",234,191,164,186,157,314,156,112,0,"discoidin__CUB_and_LCCL_domain_containing_1","21479","285761","1553768_a_at,226609_at","."
"DCBLD2","DCBLD2","AMPL16283158",1367,1447,1067,1002,1430,1435,973,908,0,"discoidin__CUB_and_LCCL_domain_containing_2","24627","131566","213865_at,224911_s_at,239446_x_at","."
"DCDC2","DCDC2","AMPL31016859",38,41,29,26,35,35,32,36,0,"doublecortin_domain_containing_2","18141","51473","222925_at,222926_at","DYSLEXIA__SUSCEPTIBILITY_TO__2__DYX2"
"DCK","DCK","AMPL5927593",130,141,194,198,158,242,203,211,0,"deoxycytidine_kinase","2704","1633","203302_at","."
"DCLK2","DCLK2","AMPL1495269",54,51,48,41,52,64,26,38,0,"doublecortin-like_kinase_2","19002","166614","227666_at","."
"DCLRE1A","DCLRE1A","AMPL24220612",141,97,88,127,106,133,204,158,0,"DNA_cross-link_repair_1A","17660","9937","209804_at,236185_at","."
"DCLRE1B","DCLRE1B","AMPL37109873",25,24,27,31,30,31,29,29,0,"DNA_cross-link_repair_1B","17641","64858","219490_s_at,222889_at","DYSKERATOSIS_CONGENITA__X-LINKED__DKCX"
"DCLRE1C","DCLRE1C","AMPL3568418",38,37,49,47,42,48,45,43,0,"DNA_cross-link_repair_1C","17642","64421","219678_x_at,222233_s_at,235478_at,242927_at","OMENN_SYNDROME,SEVERE_COMBINED_IMMUNODEFICIENCY_WITH_SENSITIVITY_TO_IONIZING_RADIATION"
"DCP1A","DCP1A","AMPL32740184",179,192,318,347,268,254,351,358,0,"decapping_mRNA_1A","18714","55802","218508_at,225443_at","."
"DCP1B","DCP1B","AMPL35486539",98,119,97,90,125,106,78,67,0,"decapping_mRNA_1B","24451","196513","226093_at","."
"DCP2","DCP2","AMPL35332338",114,98,139,164,159,181,129,140,0,"decapping_mRNA_2","24452","167227","212919_at,235258_at,238779_at,244777_at","."
"DCPS","DCPS","AMPL24495992",77,91,110,88,96,100,111,114,0,"decapping_enzyme__scavenger","29812","28960","218774_at","."
"DCTD","DCTD","AMPL2946076",449,408,332,336,444,423,408,339,0,"dCMP_deaminase","2710","1635","201571_s_at,201572_x_at,210137_s_at","."
"DCTN1","DCTN1","AMPL27607684",280,257,255,220,250,344,194,190,0,"dynactin_1","2711","1639","201082_s_at,211780_x_at","AMYOTROPHIC_LATERAL_SCLEROSIS_1__ALS1,NEURONOPATHY__DISTAL_HEREDITARY_MOTOR__TYPE_VIIB__HMN7B,PERRY_SYNDROME"
"DCTN2","DCTN2","AMPL29263826",491,501,340,331,451,363,413,428,0,"dynactin_2__p50","2712","10540","200932_s_at,214384_s_at","."
"DCTN3","DCTN3","AMPL13651304",255,271,168,138,208,260,224,187,0,"dynactin_3__p22","2713","11258","204246_s_at,225403_at","."
"DCTN4","DCTN4","AMPL5606728",280,327,313,321,334,385,315,301,0,"dynactin_4__p62","15518","51164","218013_x_at,222488_s_at,233490_at","."
"DCTN5","DCTN5","AMPL13863081",269,289,301,293,342,296,251,307,0,"dynactin_5__p25","24594","84516","209231_s_at,209232_s_at,232343_at","."
"DCTN6","DCTN6","AMPL12814620",387,421,361,385,422,352,590,519,0,"dynactin_6","16964","10671","203261_at","."
"DCTPP1","DCTPP1","AMPL36364339",411,529,639,573,518,454,783,866,0,"dCTP_pyrophosphatase_1","28777","79077","218069_at","."
"DCUN1D1","DCUN1D1","AMPL33420806",210,190,186,155,197,207,212,200,0,"DCN1__defective_in_cullin_neddylation_1__domain_containing_1","18184","54165","218583_s_at,222678_s_at,222679_s_at,237408_at,238879_at,240781_x_at,243396_at","."
"DCUN1D2","DCUN1D2","AMPL2210216",32,53,34,37,58,45,55,56,0,"DCN1__defective_in_cullin_neddylation_1__domain_containing_2","20328","55208","219116_s_at","."
"DCUN1D3","DCUN1D3","AMPL17618118",57,62,61,57,84,94,55,43,0,"DCN1__defective_in_cullin_neddylation_1__domain_containing_3","28734","123879","227333_at,239648_at","."
"DCUN1D4","DCUN1D4","AMPL4002027",75,79,45,73,69,51,74,75,0,"DCN1__defective_in_cullin_neddylation_1__domain_containing_4","28998","23142","212851_at,212853_at,212855_at,242096_at","."
"DCUN1D5","DCUN1D5","AMPL14696981",339,326,342,352,349,377,433,446,0,"DCN1__defective_in_cullin_neddylation_1__domain_containing_5","28409","84259","223151_at","."
"DCXR","DCXR","AMPL30587886",202,237,189,158,224,180,214,218,0,"dicarbonyl_L-xylulose_reductase","18985","51181","217973_at","."
"DDA1","DDA1","AMPL35723319",315,353,417,311,411,314,302,410,0,"DET1_and_DDB1_associated_1","28360","79016","218260_at,227472_at","."
"DDAH1","DDAH1","AMPL12058845",47,72,57,58,99,80,57,51,0,"dimethylarginine_dimethylaminohydrolase_1","2715","23576","1553565_s_at,209094_at,243711_at","."
"DDB1","DDB1","AMPL10516461",785,797,704,800,777,1063,719,632,0,"damage-specific_DNA_binding_protein_1__127kDa","2717","1642","208619_at","."
"DDB2","DDB2","AMPL1623151",215,203,207,191,256,220,269,216,1,"damage-specific_DNA_binding_protein_2__48kDa","2718","1643","203409_at","XERODERMA_PIGMENTOSUM__COMPLEMENTATION_GROUP_E"
"DDHD1","DDHD1","AMPL11059331",133,103,79,88,99,116,120,70,0,"DDHD_domain_containing_1","19714","80821","225965_at,225970_at,225971_at,243705_at,244154_at","SPASTIC_PARAPLEGIA_28__AUTOSOMAL_RECESSIVE__SPG28"
"DDHD2","DDHD2","AMPL8634511",188,148,108,115,163,137,138,166,0,"DDHD_domain_containing_2","29106","23259","212690_at","SPASTIC_PARAPLEGIA_54__AUTOSOMAL_RECESSIVE__SPG54"
"DDIT3","DDIT3","AMPL8861895",17,6,18,25,12,15,34,22,1,"DNA-damage-inducible_transcript_3","2726","1649","209383_at","MYXOID_LIPOSARCOMA"
"DDIT4","DDIT4","AMPL31176656",520,502,571,551,439,406,422,379,0,"DNA-damage-inducible_transcript_4","24944","54541","202887_s_at","."
"DDIT4L","DDIT4L","AMPL36158167",13,21,5,10,13,10,9,7,0,"DNA-damage-inducible_transcript_4-like","30555","115265","228057_at","."
"DDOST","DDOST","AMPL27289890",1264,1130,1022,1029,1561,1415,1119,1175,0,"dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit__non-catalytic","2728","1650","208674_x_at,208675_s_at","CONGENITAL_DISORDER_OF_GLYCOSYLATION__TYPE_Ir__CDG1R"
"DDR1","DDR1","AMPL25349770",195,194,146,152,176,137,98,106,0,"discoidin_domain_receptor_tyrosine_kinase_1","2730","100616237,780","1007_s_at,207169_x_at,208779_x_at,210749_x_at","."
"DDRGK1","DDRGK1","AMPL36995184",791,742,650,714,780,964,1013,976,0,"DDRGK_domain_containing_1","16110","65992","218159_at","."
"DDT","DDT","AMPL5984989",808,834,650,604,805,681,753,761,0,"D-dopachrome_tautomerase","2732","100037417,1652","202929_s_at","."
"DDX1","DDX1","AMPL28487912",461,454,284,273,335,410,702,553,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_1","2734","1653","201241_at","."
"DDX10","DDX10","AMPL29162380",184,243,250,283,251,342,373,332,1,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_10","2735","1662","204977_at","."
"DDX11","DDX11","AMPL36465175",52,48,82,72,62,42,49,68,0,"DEAD_H__Asp-Glu-Ala-Asp_His__box_helicase_11","2736","1663","208149_x_at,208159_x_at,210206_s_at,213378_s_at,232816_s_at","WARSAW_BREAKAGE_SYNDROME__WABS"
"DDX17","DDX17","AMPL4658740",943,877,1081,1146,926,1214,933,843,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_17","2740","10521","208151_x_at,208718_at,208719_s_at,213998_s_at,230180_at","."
"DDX18","DDX18","AMPL12527097",405,394,406,354,405,446,520,643,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_18","2741","8886","205763_s_at,208895_s_at,208896_at,208897_s_at","."
"DDX19B","DDX19B","AMPL13811101",113,106,129,117,148,113,99,128,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_19B","2742","11269","202576_s_at,230974_at","."
"DDX20","DDX20","AMPL13540089",91,75,112,110,104,98,138,148,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_20","2743","11218","223331_s_at,224315_at","."
"DDX21","DDX21","AMPL28264052",402,419,436,491,465,553,484,435,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_21","2744","9188","208152_s_at,224654_at","."
"DDX23","DDX23","AMPL30139583",196,218,316,237,185,213,229,232,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_23","17347","9416","201440_at,40465_at","."
"DDX24","DDX24","AMPL32008207",414,475,443,356,323,345,706,691,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_24","13266","57062","200694_s_at,200702_s_at","."
"DDX27","DDX27","AMPL33213187",208,201,187,177,218,162,140,137,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_27","15837","55661","215693_x_at,219108_x_at,221780_s_at","."
"DDX28","DDX28","AMPL33371572",83,105,164,176,125,119,188,188,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_28","17330","55794","203784_s_at,203785_s_at,40255_at","."
"DDX31","DDX31","AMPL35277407",108,98,93,131,114,124,79,106,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_31","16715","64794","1553181_at,219328_at,235436_at","."
"DDX39A","DDX39A","AMPL28146745",645,678,610,584,641,916,1254,962,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_39A","17821","10212","201584_s_at","."
"DDX39B","DDX39B","AMPL17613825",530,580,463,456,562,593,753,1031,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_39B","13917","692199,7919","200041_s_at,212384_at","."
"DDX3X","DDX3X","AMPL11634965",1076,1210,1136,1044,1115,1125,1130,1016,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_3__X-linked","2745","1654","201210_at,201211_s_at,207617_at,212514_x_at,212515_s_at","."
"DDX3Y","DDX3Y","AMPL30148320",218,205,220,217,199,225,186,172,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_3__Y-linked","2699","8653","1570359_at,1570360_s_at,205000_at,205001_s_at","."
"DDX41","DDX41","AMPL33162942",118,150,124,86,113,102,170,163,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_41","18674","51428","217840_at","."
"DDX42","DDX42","AMPL20639815",352,302,288,334,252,363,281,198,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_42","18676","11325","1559953_at,1559954_s_at,201788_at","."
"DDX46","DDX46","AMPL24546753",407,430,318,311,314,353,484,454,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_46","18681","9879","1553107_s_at,202462_s_at,228039_at","."
"DDX47","DDX47","AMPL33520512",353,358,450,549,422,659,1066,826,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_47","18682","51202","220890_s_at","."
"DDX49","DDX49","AMPL33579172",118,93,123,127,140,106,101,133,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_49","18684","54555","210811_s_at,232915_at,31807_at","."
"DDX5","DDX5","AMPL30017817",1420,1707,1614,1515,1563,1362,2142,2510,1,"DEAD__Asp-Glu-Ala-Asp__box_helicase_5","2746","100616387,100616408,1655","200033_at,225886_at","."
"DDX50","DDX50","AMPL35076239",237,248,185,183,217,216,295,352,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_50","17906","79009","221699_s_at","."
"DDX51","DDX51","AMPL16503427",62,77,115,74,87,84,70,78,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_51","20082","317781","1554085_at,214968_at","."
"DDX52","DDX52","AMPL12292803",450,425,547,509,522,481,428,465,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_52","20038","11056","1570415_at,210320_s_at,212834_at,213637_at","."
"DDX54","DDX54","AMPL4576825",418,407,675,606,470,506,685,739,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_54","20084","79039","219111_s_at,224433_s_at,225428_s_at","."
"DDX55","DDX55","AMPL36337559",324,277,335,359,360,396,536,555,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_55","20085","57696","231843_at","."
"DDX56","DDX56","AMPL34103607",385,464,502,468,430,439,840,768,0,"DEAD__Asp-Glu-Ala-Asp__box_helicase_56","18193","54606","217754_at,238525_at","."
"DDX58","DDX58","AMPL24659139",616,638,2503,2708,2207,2577,2569,2705,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_58","19102","23586","218943_s_at,222793_at,242961_x_at","."
"DDX59","DDX59","AMPL481272",113,100,101,93,86,88,139,95,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_59","25360","83479","223662_x_at,228385_at,228386_s_at","."
"DDX6","DDX6","AMPL29513825",355,351,285,311,331,286,199,251,1,"DEAD__Asp-Glu-Ala-Asp__box_helicase_6","2747","1656","204909_at,225549_at","."
"DDX60","DDX60","AMPL32571842",73,73,121,99,124,121,108,105,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_60","25942","55601","218986_s_at","."
"DDX60L","DDX60L","AMPL210883",171,291,605,511,608,573,494,540,0,"DEAD__Asp-Glu-Ala-Asp__box_polypeptide_60-like","26429","91351","1559585_at,228152_s_at","."
"DEAF1","DEAF1","AMPL36696619",106,100,114,132,119,95,103,125,0,"DEAF1_transcription_factor","14677","101927373,10522","209407_s_at","."
"DECR1","DECR1","AMPL9714593",77,73,45,37,75,83,78,75,0,"2_4-dienoyl_CoA_reductase_1__mitochondrial","2753","1666","202447_at","2_4-DIENOYL-CoA_REDUCTASE_1__DECR1"
"DECR2","DECR2","AMPL30759109",139,144,105,107,135,147,133,147,0,"2_4-dienoyl_CoA_reductase_2__peroxisomal","2754","26063","219664_s_at","."
"DEDD","DEDD","AMPL1329250",189,149,207,242,238,243,234,224,0,"death_effector_domain_containing","2755","9191","202480_s_at,211255_x_at,215158_s_at","."
"DEDD2","DEDD2","AMPL16453407",25,21,40,47,34,21,22,26,0,"death_effector_domain_containing_2","24450","162989","225434_at","."
"DEGS1","DEGS1","AMPL8747848",386,426,444,353,412,348,397,455,0,"delta_4_-desaturase__sphingolipid_1","13709","8560","207431_s_at,209250_at","."
"DEK","DEK","AMPL7738787",443,501,479,441,463,667,612,469,1,"DEK_oncogene","2768","7913","200934_at","."
"DEM1","DEM1","AMPL36381394",12,10,23,28,33,19,15,35,0,".",".",".",".","."
"DENND1A","DENND1A","AMPL37345153",322,329,356,343,402,426,230,325,0,"DENN_MADD_domain_containing_1A","29324","57706","219763_at,226849_at","."
"DENND1B","DENND1B","AMPL10957505",17,10,19,12,17,17,13,13,0,"DENN_MADD_domain_containing_1B","28404","163486","1552835_at,1557309_at,1564164_at,219696_at,228032_s_at,238787_at","."
"DENND2D","DENND2D","AMPL14956909",7,6,9,7,13,11,11,10,0,"DENN_MADD_domain_containing_2D","26192","79961","221081_s_at,235986_at","."
"DENND3","DENND3","AMPL24213615",41,42,72,57,66,50,34,46,0,"DENN_MADD_domain_containing_3","29134","22898","212974_at,212975_at","."
"DENND4A","DENND4A","AMPL27232588",122,129,70,75,144,143,86,105,0,"DENN_MADD_domain_containing_4A","24321","10260","1554352_s_at,214787_at","."
"DENND4B","DENND4B","AMPL24637499",92,88,144,148,119,136,82,107,0,"DENN_MADD_domain_containing_4B","29044","9909","202860_at","."
"DENND4C","DENND4C","AMPL31078841",73,50,75,113,82,133,88,85,0,"DENN_MADD_domain_containing_4C","26079","55667","205684_s_at,226867_at,234968_at","."
"DENND5A","DENND5A","AMPL24612098",241,292,361,345,316,379,246,255,0,"DENN_MADD_domain_containing_5A","19344","23258","212561_at","."
"DENND5B","DENND5B","AMPL34200216",160,144,125,138,113,147,133,137,0,"DENN_MADD_domain_containing_5B","28338","160518","215058_at,228551_at,238917_s_at,243613_at","."
